feature,anova_f,mutual_info,rf_importance,fold_rf_importance_mean,fold_rf_importance_std,fold_rank_mean,fold_rank_std,top20_fold_count,anova_f_norm,mutual_info_norm,rf_importance_norm,fold_rf_importance_mean_norm,top20_fold_ratio,composite_score,anova_rank,mutual_info_rank,rf_rank,composite_rank,sensor_group,family,source,description
axis_my__dominant_freq_ratio,14.20602705711772,0.13831200454034942,0.00042717626665845116,0.00025524355128213273,0.00014608459141890112,294.2,48.43242715371593,0,0.0009817509775850832,0.10444603043342926,0.01603942632029387,0.009063999363280631,0.0,0.02610624141891777,353.0,313.0,267.0,314.0,mag,time_frequency,my,dominant_freq_ratio of my
axis_mx__skewness,72.4201567516284,0.14842391248425546,0.00012027095486023514,0.0001668358344257777,0.00015016634420678745,324.8,48.55615306014265,0,0.005004816575521954,0.112082017261609,0.00451588084244981,0.005924537130954334,0.0,0.025505450362107017,221.0,308.0,347.0,315.0,mag,time,mx,skewness of mx
axis_gx__low_band_ratio,26.884126128898384,0.1165162929250565,0.0005332678163378523,0.0004114911129947508,0.0001306872699498804,261.0,29.748949561287034,0,0.0018579098154921916,0.08798704289829437,0.020022905102014446,0.014612534449724003,0.0,0.024896078453105003,315.0,322.0,248.0,316.0,gyro,time_frequency,gx,low_band_ratio of gx
axis_gx__dominant_freq_ratio,11.623098065717581,0.15004772107639086,0.0001344970946906945,0.00014790403416986168,0.00013183148250184106,329.6,44.6799731423375,0,0.0008032497645334428,0.11330823303511232,0.00505003767521995,0.005252246588829319,0.0,0.02488275341273901,358.0,307.0,336.0,317.0,gyro,time_frequency,gx,dominant_freq_ratio of gx
axis_mz__slope,7.719598618790298,0.14035112386421122,0.0002043671750939047,0.00020756232352829354,0.00010249301649496525,307.8,34.988569562072705,0,0.0005334864885228151,0.10598586726585209,0.007673488681491175,0.007370782763565149,0.0,0.024312725039886247,364.0,311.0,313.0,318.0,mag,time,mz,slope of mz
corr__az__gz,67.86964519167805,0.13136661899204327,0.00021395780508121797,0.00018002420909260386,0.00011220925907945218,315.2,28.261280933460892,0,0.004690339547248584,0.09920123658664022,0.00803359343227712,0.006392871860597262,0.0,0.02366360828535264,228.0,315.0,312.0,319.0,acc_gyro,axis_correlation,"az,gz",Correlation between az and gz
corr__gy__mx,15.23448837127868,0.13956909583680943,0.00013019068363512182,0.00017297033872847966,0.00013788770759531527,322.0,41.06701839676214,0,0.0010528259443246452,0.10539532038294597,0.004888342449567389,0.006142380609523835,0.0,0.023495773877272367,348.0,312.0,338.0,320.0,gyro_mag,axis_correlation,"gy,mx",Correlation between gy and mx
axis_gz__mean,0.5727252902007677,0.1428723930023601,0.00012288320809111027,9.016845255428363e-05,4.117812524236403e-05,350.6,17.472836060582726,0,3.957993401544208e-05,0.10788979855517948,0.004613964576254413,0.0032019880323504862,0.0,0.023149066219559967,377.0,309.0,344.0,321.0,gyro,time,gz,mean of gz
gyro_norm__diff_abs_mean,18.411149670286356,0.10937763733919148,0.00032571094452382043,0.0005248561551922962,8.999281128073315e-05,239.8,12.47798060585125,0,0.0012723588456219797,0.0825963015736141,0.012229651092906257,0.01863826072227944,0.0,0.022947314446884352,342.0,329.0,286.0,322.0,gyro,time,gyro_norm,diff_abs_mean of gyro_norm
corr__gx__gz,69.59837555178188,0.10424232189838589,0.00044980413028657227,0.0003581932813761853,0.00035367178881945004,282.4,50.26231192454242,0,0.00480980874959412,0.07871837850686274,0.016889047377867963,0.012719865626444183,0.0,0.0226274200521538,226.0,330.0,264.0,323.0,gyro,axis_correlation,"gx,gz",Correlation between gx and gz
mag_norm__kurtosis,34.9541375817082,0.11499696781420221,0.0003599091237036843,0.00026500759122705916,0.00011520871380333701,292.4,40.617730118754785,0,0.002415612655354747,0.08683972761431794,0.013513709262931425,0.00941073193066305,0.0,0.022435956292653433,286.0,325.0,278.0,324.0,mag,time,mag_norm,kurtosis of mag_norm
mag_norm__slope,21.23372710346339,0.11596192619791701,0.00031355470848170523,0.0002941662757351978,0.0001932204666550669,287.0,35.7980446393375,0,0.0014674216976910068,0.08756841398573892,0.011773214095938204,0.010446191187080197,0.0,0.022251048193289664,333.0,323.0,291.0,325.0,mag,time,mag_norm,slope of mag_norm
axis_gx__min,41.521870568781374,0.07788164841183765,0.0006628602755553826,0.000626290740993756,0.0004485107507643527,239.2,57.87659285065077,0,0.0028694959440921336,0.058812169249238204,0.024888785684624624,0.022240322425702487,0.0,0.021762154660731486,273.0,349.0,229.0,326.0,gyro,time,gx,min of gx
mag_pca__pca2_var_ratio,53.89538093193023,0.12228240529562484,9.612770095590432e-05,0.00011172187034439489,9.93200009623839e-05,344.0,37.46331538985838,0,0.0037246052470899845,0.09234131099049935,0.003609360578204226,0.003967375303232597,0.0,0.02072853042380523,244.0,319.0,364.0,327.0,mag,pca,mag_pca,PCA variance ratio
gyro_norm__diff_rms,16.22174880918953,0.09534275958346061,0.0004521818000355548,0.0003758629251509719,0.00011491330707814379,263.2,14.272350892547452,0,0.001121053598414916,0.07199789202792,0.01697832307441149,0.013347335504212151,0.0,0.02068892084099171,347.0,338.0,263.0,328.0,gyro,time,gyro_norm,diff_rms of gyro_norm
acc_norm__haar_l4_energy_ratio,49.13818242698323,0.112826692700839,0.00017184142562394377,0.00015803987593068395,0.00013819075659961028,331.8,40.1708849790492,0,0.003395844484913484,0.08520084875277183,0.006452226165629318,0.005612182276939444,0.0,0.020132220336050815,256.0,327.0,324.0,329.0,acc,wavelet,acc_norm,haar_l4_energy_ratio of acc_norm
gyro_pca__pca1_var_ratio,68.57469724553988,0.11497553475423761,0.00012236898205572266,0.00011648008040086489,7.571039762894678e-05,339.8,29.785902705810344,0,0.00473906432725528,0.0868235424824432,0.004594656643556993,0.004136344950871326,0.0,0.02005872168082536,227.0,326.0,345.0,330.0,gyro,pca,gyro_pca,PCA variance ratio
axis_mx__kurtosis,36.417538113469476,0.11541093278631509,0.00011910784011098918,0.00010755942144221003,2.454653716316953e-05,341.4,15.852444606432153,0,0.002516745427865928,0.08715233242558768,0.004472208722112906,0.003819561836410125,0.0,0.019592169682395324,283.0,324.0,351.0,331.0,mag,time,mx,kurtosis of mx
corr__gz__mx,7.0997149325149636,0.10277991474296622,0.00026510062734678476,0.00027731699106971214,0.00029781060577348847,302.4,60.07328857320864,0,0.0004906475292175152,0.07761404470179183,0.009953881597996579,0.009847853228246184,0.0,0.019581285411450423,367.0,333.0,302.0,332.0,gyro_mag,axis_correlation,"gz,mx",Correlation between gz and mx
rep_duration_samples,23.80993455866648,0.08225035203738473,0.0003867521656796864,0.0005416760865992972,0.000294413601567803,244.2,47.219699279008545,0,0.001645458398412367,0.06211118695449755,0.01452159998063107,0.019235556312305786,0.0,0.019502760329169356,323.0,346.0,269.0,333.0,temporal,temporal,rep_duration,Ground-truth rep duration in samples
axis_gx__mid_band_ratio,25.89746155940182,0.10361625918495054,0.00025723667498889257,0.0001871101921062829,4.459307177690479e-05,308.8,17.991664736760747,0,0.0017897233407123561,0.07824560851529178,0.009658609378363733,0.006644503469707773,0.0,0.019267688940815125,319.0,332.0,304.0,334.0,gyro,time_frequency,gx,mid_band_ratio of gx
axis_gy__mean,0.31262994709534575,0.11758865021221343,6.033823695873779e-05,7.004772989352641e-05,2.2205297752269003e-05,357.8,12.89185789558666,0,2.1605249303636123e-05,0.08879683133438943,0.0022655535467046546,0.0024874774542389053,0.0,0.018714293516927327,378.0,321.0,378.0,335.0,gyro,time,gy,mean of gy
axis_gx__haar_l4_energy_ratio,70.9735423836742,0.10109616001553379,0.00017313351891619483,0.00015139721133071438,7.481279831792476e-05,324.4,31.603797240205168,0,0.00490484386223502,0.07634256072548568,0.006500741115493274,0.005376293427242085,0.0,0.01862488782609121,224.0,334.0,323.0,336.0,gyro,wavelet,gx,haar_l4_energy_ratio of gx
axis_az__skewness,49.902909133459616,0.08810199080426795,0.0003199545160199759,0.00028194909153612474,0.00012079002895680888,286.0,25.37715508089904,0,0.003448693264424463,0.06653004013186598,0.012013511250733619,0.010012344575695772,0.0,0.018400917844543965,254.0,342.0,289.0,337.0,acc,time,az,skewness of az
axis_ay__skewness,22.58447702881947,0.10401012466281578,0.0001178572361849029,9.650890485035551e-05,8.460546667343138e-05,348.0,30.024989592004857,0,0.0015607694052773363,0.07854303523414023,0.004425251596696645,0.003427144966916808,0.0,0.017591240240606203,327.0,331.0,352.0,338.0,acc,time,ay,skewness of ay
axis_mx__dominant_freq_ratio,2.5492271343571686,0.09834281357747132,0.0001279945767513017,0.0002231922551009468,0.00011951979921323539,301.2,38.33666652175173,0,0.00017617214307554245,0.07426337673260419,0.004805883995519691,0.007925820056813176,0.0,0.01743425058560252,376.0,335.0,340.0,339.0,mag,time_frequency,mx,dominant_freq_ratio of mx
acc_norm__range,30.192335827990128,0.08634474958281402,0.0001710962396962884,0.00031783259699356584,0.0001983784931736533,284.4,48.2420977984996,0,0.0020865337715835954,0.06520306297825737,0.006424246252618128,0.011286610150613318,0.0,0.01700009063061448,306.0,343.0,325.0,340.0,acc,time,acc_norm,range of acc_norm
corr__gy__mz,17.400390337780788,0.09821640307320445,8.495342461467628e-05,0.00017258059748675674,0.00026062637594942076,339.0,61.23316095058297,0,0.0012025072285019487,0.0741679180960264,0.0031897937716029766,0.006128540438639691,0.0,0.0169377519069542,345.0,336.0,370.0,341.0,gyro_mag,axis_correlation,"gy,mz",Correlation between gy and mz
corr__ay__gx,27.10635225298771,0.09275971185503362,0.00020097141195902444,0.00011210375726634636,3.0830503140217614e-05,339.0,10.488088481701515,0,0.00187326743192446,0.07004730876111771,0.007545986062890337,0.00398093655796372,0.0,0.016689499762779246,313.0,339.0,314.0,342.0,acc_gyro,axis_correlation,"ay,gx",Correlation between ay and gx
axis_mz__dominant_freq_ratio,4.518712224123968,0.08927887751591834,0.0002430215563903337,0.00011753015716641405,9.255434093038776e-05,340.0,34.307433596816885,0,0.00031227943784864563,0.06741876375141177,0.009124866365954939,0.004173634414548364,0.0,0.016205908793952745,371.0,341.0,306.0,343.0,mag,time_frequency,mz,dominant_freq_ratio of mz
corr__ay__gz,43.024071044949636,0.08492959452026527,0.00017637535060862478,0.00018838848326560635,0.0001378445774214424,319.0,40.93287187579195,0,0.002973310105509491,0.06413441149553037,0.0066224639840886355,0.006689897095505543,0.0,0.01608401653612681,270.0,344.0,320.0,344.0,acc_gyro,axis_correlation,"ay,gz",Correlation between ay and gz
all9_pca__pca2_var_ratio,51.58619948483854,0.09632569482727282,6.0978829484170456e-05,4.3354949258390736e-05,1.4023353987026833e-05,370.2,3.8340579025361605,0,0.0035650221958970943,0.07274015358887763,0.002289606232715002,0.0015395853509292004,0.0,0.016026873473683784,247.0,337.0,377.0,345.0,all9,pca,all9_pca,PCA variance ratio
all9_pca__dominant_axis_var_share,60.194998616859976,0.09238362156700397,7.209246859508209e-05,5.093596184273187e-05,4.543909476606767e-05,365.8,19.070920271449936,0,0.004159959607301014,0.06976330494091566,0.002706896259298638,0.0018087960435885318,0.0,0.01568779137022077,235.0,340.0,374.0,346.0,all9,pca,all9_pca,Dominant axis variance share
axis_gx__haar_l1_energy_ratio,33.19234555411529,0.08222962247724253,0.00015919909751395476,0.00014900912187085295,0.00011320540721084207,329.0,34.713109915419565,0,0.002293858625291547,0.06209553306909057,0.005977537597785079,0.005291489555665658,0.0,0.01513168376956657,293.0,347.0,329.0,347.0,gyro,wavelet,gx,haar_l1_energy_ratio of gx
axis_gx__spectral_entropy,46.66263198872176,0.08194072102428462,0.00011711870704820217,0.00014584438197736346,9.312443471901796e-05,329.0,36.35244145858707,0,0.003224763995410497,0.061877369721316224,0.004397521629940386,0.005179105911748126,0.0,0.014935752251683046,262.0,348.0,354.0,348.0,gyro,time_frequency,gx,spectral_entropy of gx
axis_my__diff_abs_mean,25.90685375123764,0.08288098431992053,0.00010977784645084602,0.00016273971559296023,6.229758347571202e-05,317.4,20.719555979798415,0,0.0017903724168741439,0.0625874076469308,0.004121890229348124,0.005779079123078785,0.0,0.014855749883246372,318.0,345.0,357.0,349.0,mag,time,my,diff_abs_mean of my
axis_gx__max,12.63084596277719,0.07010949606554462,0.0002926333106155675,0.00020658955475062594,0.00012584879957876856,312.4,36.34969050762331,0,0.000872893267190428,0.052943044127439,0.010987666663220524,0.007336238597661218,0.0,0.014427968531102234,355.0,353.0,296.0,350.0,gyro,time,gx,max of gx
axis_gx__haar_l3_energy_ratio,40.287382031004896,0.07776573086803973,0.0001109545570044337,0.00014267126701451104,9.764990940719179e-05,328.0,35.89568219159514,0,0.002784182835514574,0.05872463435053204,0.004166072838958485,0.0050664248592457665,0.0,0.014148262976850174,278.0,350.0,356.0,351.0,gyro,wavelet,gx,haar_l3_energy_ratio of gx
corr__ay__gy,28.902725608572236,0.07273096807936019,0.0001192316695414381,7.65580638025523e-05,4.424715169185779e-05,353.8,19.69009903479411,0,0.001997411310495301,0.054922643415622904,0.004476858215029509,0.002718667085121798,0.0,0.0128231160052539,309.0,352.0,350.0,352.0,acc_gyro,axis_correlation,"ay,gy",Correlation between ay and gy
axis_mz__diff_abs_mean,3.9903035873259975,0.07274745125192217,0.00013716143982415825,9.787066120742853e-05,4.623523471401321e-05,346.2,23.069460331789298,0,0.0002757621417985238,0.054935090650038806,0.005150077332840241,0.0034755025402676424,0.0,0.012767286532989041,373.0,351.0,335.0,353.0,mag,time,mz,diff_abs_mean of mz
corr__gx__gy,27.678844923926146,0.05776184517476013,0.00028479796655812064,0.00020693148210815322,6.177877872052935e-05,304.6,21.149468078417485,0,0.0019128312900738432,0.04361874053567082,0.010693468615452917,0.007348380841159036,0.0,0.012714684256471324,310.0,358.0,298.0,354.0,gyro,axis_correlation,"gx,gy",Correlation between gx and gy
corr__gy__my,22.083138431554975,0.06718998430340273,0.00010346007101882991,0.00015000497747598302,5.5894784329080684e-05,324.2,21.487205495363977,0,0.0015261228671575211,0.050738380726219404,0.0038846731799491545,0.005326853562025376,0.0,0.012295206067070292,329.0,354.0,361.0,355.0,gyro_mag,axis_correlation,"gy,my",Correlation between gy and my
axis_mz__diff_rms,3.3123782577245224,0.0606165089937738,0.00012725042907463113,0.0002404194003366584,0.00020777797990710975,307.4,50.22748251704439,0,0.00022891203709367094,0.045774434143819855,0.004777943066299205,0.00853757628988265,0.0,0.011863773107419076,374.0,357.0,342.0,356.0,mag,time,mz,diff_rms of mz
axis_gy__skewness,22.396577486451594,0.0477533990801593,0.0003493749825930195,0.0001444876565191036,7.107122029523862e-05,328.4,25.647611974606917,0,0.0015477840323320532,0.03606088271369804,0.013118177972034172,0.0051309269915441,0.0,0.011171554341921672,328.0,366.0,281.0,357.0,gyro,time,gy,skewness of gy
all9_pca__pca3_var_ratio,2.7261836927872327,0.06560075564449797,6.46160925746382e-05,0.00010239106954577531,3.3381858232394715e-05,343.8,14.27235089254745,0,0.00018840126762460234,0.0495382779193425,0.002426176585285004,0.0036360275685973662,0.0,0.011157776668169892,375.0,355.0,376.0,358.0,all9,pca,all9_pca,PCA variance ratio
corr__gx__mx,9.79403532965989,0.06160451623887164,9.139394596439812e-05,0.00012064460880168627,5.310148354358341e-05,337.4,23.265854809140368,0,0.0006768467862785629,0.04652052581628805,0.003431619630659277,0.004284232263141501,0.0,0.010982644899273478,361.0,356.0,366.0,359.0,gyro_mag,axis_correlation,"gx,mx",Correlation between gx and mx
axis_gx__kurtosis,12.469897065952503,0.05351678373399382,0.00015080336028117954,0.00010820986329430202,6.933155989888887e-05,342.2,25.06391828904651,0,0.0008617704010883458,0.040413090976129454,0.005662298153882837,0.0038426597932579992,0.0,0.010155963864871729,356.0,360.0,332.0,360.0,gyro,time,gx,kurtosis of gx
mag_pca__dominant_axis_var_share,59.18503572714099,0.05473643664628414,7.470871929228295e-05,5.410706610063721e-05,1.2671700971036964e-05,367.2,5.540758070878027,0,0.004090163030797278,0.04133410940557555,0.0028051300882082444,0.0019214056935881888,0.0,0.010030161643633852,236.0,359.0,373.0,361.0,mag,pca,mag_pca,Dominant axis variance share
axis_gx__haar_l2_energy_ratio,31.252960735463944,0.04707338690102736,0.0001478070106593997,0.0001711398495505602,0.00010350896697762148,318.8,37.13758204299251,0,0.002159831501876302,0.03554737289224218,0.005549792537959178,0.0060773777812062856,0.0,0.009866874942656789,303.0,367.0,333.0,362.0,gyro,wavelet,gx,haar_l2_energy_ratio of gx
corr__gx__my,7.551184449148854,0.052737163261830755,9.013875368673375e-05,0.00012048909245155504,5.7138409796381264e-05,337.8,21.42895237756619,0,0.0005218477118951283,0.039824362153691534,0.0033844902238387977,0.004278709694240196,0.0,0.009601881956733132,366.0,361.0,367.0,363.0,gyro_mag,axis_correlation,"gx,my",Correlation between gx and my
axis_gx__median,10.60575614578132,0.049680329098996445,0.00011994570696988462,0.00013639984460516203,4.379289768061649e-05,328.2,13.917614738165446,0,0.0007329432375628857,0.03751600001938238,0.004503668577911062,0.004843719257322956,0.0,0.009519266218435856,360.0,362.0,348.0,364.0,gyro,time,gx,median of gx
corr__ax__gx,15.086397821127418,0.04660079130381467,0.00011528108872203883,0.000145028954802379,0.00012869705462869948,331.6,44.595963942939946,0,0.001042591693622633,0.03519049328303384,0.004328523546367346,0.0051501491316150545,0.0,0.009142351530927776,350.0,368.0,355.0,365.0,acc_gyro,axis_correlation,"ax,gx",Correlation between ax and gx
corr__gz__mz,12.70716314513811,0.04876705529413394,0.00010562948642583553,9.866968759651996e-05,4.2495341459946214e-05,346.4,19.718012070185985,0,0.0008781673996475975,0.036826343153127536,0.003966129434181083,0.0035038769091619375,0.0,0.009034903379223632,354.0,364.0,359.0,366.0,gyro_mag,axis_correlation,"gz,mz",Correlation between gz and mz
axis_gx__mean,4.462516689063813,0.049204236307573535,0.00012930881264472754,6.991262358587191e-05,1.8320441698988617e-05,358.2,10.802777420645121,0,0.0003083958734108613,0.037156479511040764,0.004855230346020346,0.002482679670003401,0.0,0.008960557080095074,372.0,363.0,339.0,367.0,gyro,time,gx,mean of gx
gyro_pca__pca2_var_ratio,10.679671547982222,0.04786376184462604,0.00012144702609121829,4.8680909502624324e-05,2.5766519636211153e-05,368.0,8.888194417315594,0,0.0007380513876514054,0.03614422293202918,0.004560039447056592,0.0017287164769462927,0.0,0.008634206048736695,359.0,365.0,346.0,368.0,gyro,pca,gyro_pca,PCA variance ratio
axis_gx__zero_crossing_rate,26.385372658876836,0.043855214685212474,0.00013278917987884141,8.544850813420631e-05,5.2253210918036694e-05,353.2,18.780308836651226,0,0.0018234419305023293,0.03311717665359999,0.004985909642077231,0.0030343772425640196,0.0,0.008592181093748714,316.0,369.0,337.0,369.0,gyro,time,gx,zero_crossing_rate of gx
axis_gx__skewness,19.306166839020783,0.03627769212774856,0.00024695485892538543,0.00013585216141947544,4.743615970418682e-05,329.4,18.501351301999545,0,0.0013342117462836185,0.027395025823113064,0.009272552277206253,0.004824270381841453,0.0,0.008565212045688877,341.0,372.0,305.0,370.0,gyro,time,gx,skewness of gx
axis_mz__skewness,20.17767874593477,0.0380955699624983,0.00010867878153624293,0.00016437765227584803,6.823140339485728e-05,320.6,28.368997162395434,0,0.0013944402438888768,0.0287677925925885,0.004080623023993078,0.005837244185334868,0.0,0.008016020009161065,337.0,370.0,358.0,371.0,mag,time,mz,skewness of mz
corr__az__gx,15.213018433958334,0.03785563701491279,0.00010261550498640146,0.00010305624599413478,3.281669248760145e-05,342.2,18.873261509341724,0,0.001051342198596991,0.02858660771258636,0.0038529617865336817,0.0036596487683264642,0.0,0.0074301120932087,349.0,371.0,362.0,372.0,acc_gyro,axis_correlation,"az,gx",Correlation between az and gx
corr__az__gy,7.653597627966139,0.035233599716118835,9.778573682905942e-05,8.168438905223422e-05,6.900762615893456e-05,356.4,24.61300469264166,0,0.0005289252880546845,0.026606581550594564,0.003671615778924772,0.00290070893717128,0.0,0.00674156631094906,365.0,373.0,363.0,373.0,acc_gyro,axis_correlation,"az,gy",Correlation between az and gy
corr__gx__mz,14.512333472861402,0.03036997988841028,0.0001172572745987424,0.00011469946992784075,8.527376660101435e-05,340.0,30.05827673037827,0,0.0010029192199013804,0.02293382887645279,0.004402724503299103,0.004073113374156966,0.0,0.006482517194762049,352.0,374.0,353.0,374.0,gyro_mag,axis_correlation,"gx,mz",Correlation between gx and mz
acc_pca__dominant_axis_var_share,31.598813425679666,0.029812238869149965,0.00011978806994748885,8.433037549475114e-05,5.230787372552088e-05,352.8,22.286767374386084,0,0.0021837327105220785,0.022512651874028244,0.004497749692421833,0.0029946710345866725,0.0,0.006437761062311765,300.0,375.0,349.0,375.0,acc,pca,acc_pca,Dominant axis variance share
axis_my__diff_rms,14.97554025010986,0.027551745650287618,7.963321308468694e-05,0.00012427881145020203,5.2497851512015754e-05,332.2,26.166772823563853,0,0.0010349305418958618,0.020805644992619186,0.0029900328122426803,0.004413287082848851,0.0,0.005848779085921315,351.0,376.0,371.0,376.0,mag,time,my,diff_rms of my
corr__gz__my,17.768324559375923,0.022558776892713794,6.630641325099013e-05,0.000123796168748073,6.101227938127578e-05,336.8,26.583829671437485,0,0.001227934448954626,0.017035214735753215,0.0024896440015768676,0.004396147871602123,0.0,0.005029788211577366,344.0,378.0,375.0,377.0,gyro_mag,axis_correlation,"gz,my",Correlation between gz and my
gyro_pca__dominant_axis_var_share,27.35347378815305,0.023704709873451968,7.550100447724498e-05,3.554995850960776e-05,1.1592754388760072e-05,373.6,4.0373258476372795,0,0.0018903455219319925,0.017900563708017826,0.0028348784633889738,0.0012624209296460043,0.0,0.004777641724596959,312.0,377.0,372.0,378.0,gyro,pca,gyro_pca,Dominant axis variance share
